iter	Passed	Remaining
235	7756	25109
236	7793	25090
237	7825	25054
238	7856	25015
239	7887	24977
240	7919	24941
241	7955	24917
242	7992	24899
243	8031	24885
244	8085	24916
245	8128	24914
246	8181	24942
247	8215	24911
248	8253	24891
249	8294	24882
250	8328	24851
251	8359	24814
252	8400	24802
253	8447	24810
254	8487	24796
255	8518	24755
256	8547	24711
257	8577	24667
258	8609	24631
259	8638	24587
260	8668	24543
261	8699	24503
262	8736	24481
263	8769	24449
264	8801	24410
265	8834	24379
266	8866	24341
267	8900	24310
268	8933	24276
269	8972	24258
270	9004	24223
271	9034	24179
272	9063	24136
273	9093	24094
274	9123	24051
275	9153	24011
276	9183	23970
277	9213	23928
278	9242	23883
279	9280	23863
280	9309	23820
281	9339	23780
282	9369	23737
283	9398	23695
284	9427	23652
285	9457	23611
286	9487	23569
287	9516	23527
288	9546	23486
289	9576	23445
290	9605	23403
291	9635	23362
292	9664	23320
293	9694	23279
294	9723	23238
295	9753	23197
296	9783	23158
297	9814	23119
298	9843	23077
299	9872	23035
300	9901	22993
301	9932	22956
302	9964	22920
303	10003	22901
304	10039	22877
305	10070	22839
306	10102	22803
307	10148	22800
308	10180	22766
309	10210	22726
310	10239	22685
311	10269	22645
312	10299	22605
313	10328	22565
314	10357	22524
315	10387	22484
316	10418	22447
317	10452	22417
318	10485	22385
319	10527	22371
320	10560	22338
321	10593	22304
322	10625	22271
323	10657	22236
324	10689	22201
325	10723	22169
326	10757	22139
327	10790	22107
328	10857	22144
329	10896	22124
330	10935	22103
331	10973	22078
332	11020	22073
333	11049	22032
334	11079	21992
335	11108	21952
336	11142	21921
337	11175	21887
338	11214	21866
339	11262	21861
340	11307	21851
341	11340	21819
342	11377	21793
343	11415	21768
344	11444	21728
345	11476	21693
346	11516	21672
347	11547	21634
348	11576	21594
349	11606	21555
350	11636	21515
351	11665	21474
352	11694	21434
353	11724	21396
354	11758	21363
355	11790	21328
356	11822	21293
357	11853	21257
358	11886	21223
359	11919	21190
360	11952	21157
361	11986	21125
362	12020	21094
363	12056	21066
364	12091	21035
365	12125	21003
366	12158	20971
367	12196	20946
368	12230	20914
369	12260	20875
370	12289	20836
371	12320	20799
372	12350	20760
373	12380	20722
374	12410	20683
375	12451	20664
376	12484	20630
377	12516	20595
378	12547	20560
379	12579	20524
380	12614	20495
381	12646	20460
382	12678	20424
383	12708	20386
384	12737	20347
385	12767	20308
386	12799	20274
387	12831	20238
388	12862	20203
389	12893	20167
390	12928	20136
391	12960	20102
392	12991	20065
393	13023	20030
394	13053	19993
395	13083	19955
396	13113	19917
397	13142	19879
398	13172	19841
399	13201	19802
400	13231	19764
401	13261	19727
402	13300	19703
403	13332	19669
404	13365	19635
405	13398	19602
406	13440	19583
407	13473	19550
408	13508	19519
409	13548	19497
410	13581	19462
411	13618	19435
412	13651	19403
413	13686	19372
414	13723	19344
415	13753	19308
416	13783	19270
417	13812	19231
418	13842	19194
419	13871	19156
420	13902	19119
421	13931	19082
422	13966	19051
423	13998	19017
424	14030	18982
425	14063	18949
426	14096	18915
427	14139	18896
428	14172	18863
429	14203	18827
430	14233	18790
431	14262	18752
432	14292	18715
433	14321	18677
434	14350	18639
435	14381	18603
436	14411	18567
437	14441	18530
438	14472	18494
439	14503	18459
440	14535	18424
441	14565	18388
442	14596	18352
443	14626	18315
444	14656	18278
445	14686	18242
446	14716	18206
447	14746	18169
448	14775	18132
449	14806	18096
450	14836	18060
451	14865	18023
452	14895	17986
453	14927	17952
454	14961	17920
455	14992	17885
456	15025	17853
457	15056	17818
458	15087	17783
459	15119	17749
460	15152	17715
461	15183	17681
462	15214	17646
463	15246	17612
464	15278	17577
465	15309	17543
466	15339	17507
467	15368	17470
468	15397	17433
469	15428	17397
470	15458	17361
471	15487	17325
472	15516	17288
473	15546	17252
474	15576	17215
475	15605	17179
476	15641	17149
477	15679	17123
478	15709	17086
479	15738	17050
480	15768	17014
481	15797	16977
482	15827	16941
483	15856	16905
484	15887	16870
485	15917	16834
486	15948	16800
487	15977	16763
488	16008	16729
489	16044	16698
490	16073	16662
491	16103	16627
492	16133	16591
493	16163	16556
494	16192	16520
495	16222	16483
496	16270	16466
497	16302	16433
498	16332	16398
499	16362	16362
500	16391	16325
501	16420	16289
502	16450	16254
503	16481	16219
504	16511	16184
505	16541	16149
506	16570	16112
507	16599	16076
508	16629	16041
509	16658	16005
510	16688	15969
511	16717	15934
512	16747	15898
513	16779	15865
514	16808	15829
515	16838	15794
516	16867	15758
517	16898	15723
518	16928	15688
519	16959	15654
520	16988	15618
521	17017	15582
522	17046	15547
523	17076	15512
524	17105	15476
525	17134	15440
526	17164	15405
527	17193	15370
528	17223	15334
529	17252	15299
530	17282	15264
531	17312	15230
532	17348	15199
533	17380	15167
534	17412	15133
535	17443	15100
536	17474	15066
537	17504	15031
538	17535	14997
539	17565	14963
540	17596	14929
541	17626	14895
542	17658	14861
543	17689	14827
544	17721	14794
545	17751	14760
546	17816	14755
547	17873	14742
548	17908	14711
549	17941	14679
550	17977	14649
551	18010	14616
552	18042	14584
553	18076	14552
554	18109	14519
555	18143	14488
556	18177	14456
557	18210	14424
558	18246	14394
559	18277	14360
560	18308	14326
561	18338	14292
562	18369	14258
563	18399	14224
564	18430	14189
565	18460	14155
566	18491	14121
567	18525	14089
568	18555	14055
569	18586	14021
570	18620	13990
571	18655	13958
572	18688	13926
573	18720	13893
574	18754	13862
575	18786	13829
576	18816	13794
577	18846	13760
578	18877	13726
579	18908	13692
580	18939	13658
581	18969	13624
582	18999	13589
583	19030	13555
584	19060	13521
585	19090	13487
586	19121	13453
587	19151	13419
588	19182	13385
589	19213	13351
590	19244	13318
591	19275	13284
592	19307	13251
593	19337	13217
594	19368	13183
595	19399	13149
596	19429	13116
597	19461	13082
598	19491	13048
599	19521	13014
600	19552	12980
601	19582	12946
602	19613	12912
603	19645	12879
604	19680	12849
605	19712	12816
606	19744	12783
607	19777	12751
608	19809	12718
609	19846	12688
610	19880	12657
611	19912	12624
612	19944	12591
613	19977	12559
614	20009	12526
615	20041	12493
616	20073	12460
617	20105	12427
618	20140	12396
619	20172	12363
620	20202	12329
621	20233	12296
622	20264	12262
623	20294	12228
624	20325	12195
625	20358	12163
626	20391	12130
627	20423	12098
628	20455	12065
629	20488	12033
630	20520	12000
631	20553	11968
632	20585	11934
633	20643	11917
634	20689	11892
635	20719	11858
636	20750	11824
637	20780	11790
638	20810	11756
639	20841	11723
640	20872	11689
641	20902	11655
642	20933	11622
643	20963	11588
644	20994	11554
645	21023	11520
646	21054	11487
647	21085	11453
648	21115	11420
649	21146	11386
650	21176	11352
651	21206	11318
652	21237	11285
653	21267	11251
654	21298	11218
655	21328	11184
656	21359	11150
657	21389	11117
658	21420	11083
659	21450	11050
660	21481	11016
661	21511	10983
662	21542	10949
663	21573	10916
664	21603	10882
665	21633	10849
666	21664	10815
667	21694	10782
668	21725	10748
669	21755	10715
670	21786	10682
671	21816	10648
672	21846	10615
673	21877	10581
674	21907	10548
675	21938	10514
676	21968	10481
677	21999	10447
678	22029	10414
679	22058	10380
680	22089	10347
681	22120	10314
682	22151	10281
683	22181	10247
684	22212	10214
685	22242	10180
686	22272	10147
687	22303	10114
688	22333	10080
689	22364	10047
690	22395	10014
691	22425	9981
692	22456	9948
693	22486	9914
694	22517	9881
695	22547	9848
696	22577	9815
697	22608	9781
698	22638	9748
699	22668	9715
700	22698	9681
701	22729	9648
702	22759	9615
703	22789	9582
704	22820	9548
705	22850	9515
706	22881	9482
707	22911	9449
708	22942	9416
709	22972	9383
710	23002	9349
711	23032	9316
712	23063	9283
713	23093	9250
714	23123	9217
715	23153	9183
716	23184	9150
717	23214	9117
718	23244	9084
719	23274	9051
720	23305	9018
721	23335	8985
722	23365	8951
723	23395	8918
724	23426	8885
725	23457	8852
726	23487	8820
727	23517	8786
728	23547	8753
729	23578	8720
730	23609	8687
731	23640	8655
732	23672	8622
733	23703	8589
734	23733	8556
735	23763	8523
736	23794	8491
737	23825	8458
738	23856	8425
739	23885	8392
740	23916	8359
741	23947	8326
742	23978	8293
743	24013	8262
744	24044	8230
745	24075	8197
746	24105	8164
747	24136	8131
748	24166	8098
749	24197	8065
750	24227	8032
751	24257	7999
752	24287	7966
753	24317	7933
754	24348	7901
755	24378	7868
756	24409	7835
757	24439	7802
758	24470	7769
759	24501	7737
760	24531	7704
761	24562	7671
762	24592	7638
763	24623	7606
764	24654	7573
765	24684	7540
766	24715	7508
767	24745	7475
768	24775	7442
769	24806	7409
770	24835	7376
771	24866	7343
772	24896	7311
773	24927	7278
774	24957	7245
775	24987	7212
776	25018	7180
777	25047	7147
778	25078	7114
779	25108	7081
780	25139	7049
781	25170	7016
782	25200	6984
783	25230	6951
784	25261	6918
785	25293	6886
786	25323	6853
787	25353	6821
788	25384	6788
789	25414	6755
790	25445	6723
791	25476	6690
792	25506	6658
793	25537	6625
794	25567	6592
795	25597	6560
796	25628	6527
797	25658	6495
798	25689	6462
799	25719	6429
800	25750	6397
801	25780	6364
802	25811	6332
803	25841	6299
804	25871	6267
805	25902	6234
806	25932	6202
807	25963	6169
808	25993	6136
809	26023	6104
810	26054	6071
811	26084	6039
812	26115	6006
813	26145	5974
814	26175	5941
815	26206	5909
816	26237	5876
817	26267	5844
818	26298	5812
819	26328	5779
820	26359	5747
821	26389	5714
822	26420	5682
823	26451	5649
824	26481	5617
825	26512	5584
826	26542	5552
827	26573	5520
828	26602	5487
829	26633	5454
830	26664	5422
831	26695	5390
832	26725	5357
833	26755	5325
834	26785	5293
835	26816	5260
836	26847	5228
837	26878	5195
838	26908	5163
839	26939	5131
840	26969	5098
841	27000	5066
842	27031	5034
843	27061	5001
844	27092	4969
845	27123	4937
846	27153	4904
847	27183	4872
848	27214	4840
849	27245	4808
850	27275	4775
851	27305	4743
852	27336	4710
853	27366	4678
854	27397	4646
855	27427	4613
856	27457	4581
857	27487	4549
858	27520	4517
859	27552	4485
860	27583	4453
861	27613	4420
862	27644	4388
863	27675	4356
864	27706	4324
865	27737	4291
866	27767	4259
867	27798	4227
868	27828	4195
869	27858	4162
870	27890	4130
871	27922	4098
872	27953	4066
873	27983	4034
874	28014	4002
875	28044	3969
876	28074	3937
877	28105	3905
878	28135	3873
879	28165	3840
880	28196	3808
881	28226	3776
882	28257	3744
883	28287	3711
884	28318	3679
885	28348	3647
886	28378	3615
887	28409	3583
888	28439	3550
889	28469	3518
890	28499	3486
891	28530	3454
892	28560	3422
893	28592	3390
894	28622	3357
895	28652	3325
896	28683	3293
897	28713	3261
898	28743	3229
899	28773	3197
900	28804	3164
901	28835	3132
902	28865	3100
903	28895	3068
904	28926	3036
905	28957	3004
906	28988	2972
907	29018	2940
908	29050	2908
909	29081	2876
910	29113	2844
911	29143	2812
912	29174	2780
913	29204	2747
914	29234	2715
915	29265	2683
916	29296	2651
917	29327	2619
918	29358	2587
919	29389	2555
920	29423	2523
921	29455	2491
922	29487	2459
923	29519	2428
924	29553	2396
925	29586	2364
926	29618	2332
927	29650	2300
928	29682	2268
929	29721	2237
930	29760	2205
931	29796	2173
932	29830	2142
933	29864	2110
934	29899	2078
935	29930	2046
936	29961	2014
937	29991	1982
938	30022	1950
939	30052	1918
940	30082	1886
941	30113	1854
942	30149	1822
943	30182	1790
944	30214	1758
945	30245	1726
946	30277	1694
947	30309	1662
948	30342	1630
949	30374	1598
950	30406	1566
951	30435	1534
952	30466	1502
953	30497	1470
954	30527	1438
955	30557	1406
956	30588	1374
957	30619	1342
958	30650	1310
959	30680	1278
960	30711	1246
961	30741	1214
962	30772	1182
963	30802	1150
964	30833	1118
965	30864	1086
966	30895	1054
967	30925	1022
968	30955	990
969	30985	958
970	31016	926
971	31046	894
972	31077	862
973	31108	830
974	31139	798
975	31169	766
976	31200	734
977	31230	702
978	31261	670
979	31291	638
980	31322	606
981	31352	574
982	31382	542
983	31413	510
984	31465	479
985	31495	447
986	31525	415
987	31556	383
988	31586	351
989	31617	319
990	31647	287
991	31678	255
992	31708	223
993	31739	191
994	31769	159
995	31799	127
996	31829	95
997	31859	63
998	31889	31
999	31919	0
