iter	Passed	Remaining
480	19397	20929
481	19431	20882
482	19466	20836
483	19500	20789
484	19534	20742
485	19568	20695
486	19603	20650
487	19638	20604
488	19676	20562
489	19712	20516
490	19746	20470
491	19781	20424
492	19815	20378
493	19848	20331
494	19883	20285
495	19918	20239
496	19953	20194
497	19989	20150
498	20024	20105
499	20061	20061
500	20095	20015
501	20129	19969
502	20164	19923
503	20198	19878
504	20233	19832
505	20268	19788
506	20302	19742
507	20340	19699
508	20377	19657
509	20412	19611
510	20446	19566
511	20481	19521
512	20516	19476
513	20551	19432
514	20587	19388
515	20623	19344
516	20658	19299
517	20693	19255
518	20728	19210
519	20766	19169
520	20803	19126
521	20838	19081
522	20873	19037
523	20908	18992
524	20942	18947
525	20977	18903
526	21012	18859
527	21047	18815
528	21083	18771
529	21120	18729
530	21156	18686
531	21191	18641
532	21230	18601
533	21264	18556
534	21300	18513
535	21335	18469
536	21370	18425
537	21405	18381
538	21440	18337
539	21474	18292
540	21508	18248
541	21543	18204
542	21579	18161
543	21613	18117
544	21649	18074
545	21684	18030
546	21719	17987
547	21755	17944
548	21790	17900
549	21824	17856
550	21859	17813
551	21894	17769
552	21929	17725
553	21962	17681
554	21996	17636
555	22030	17592
556	22065	17549
557	22099	17505
558	22133	17461
559	22167	17417
560	22201	17373
561	22235	17329
562	22270	17286
563	22310	17247
564	22346	17204
565	22381	17161
566	22416	17118
567	22452	17076
568	22487	17033
569	22522	16990
570	22558	16948
571	22593	16905
572	22627	16861
573	22661	16818
574	22695	16774
575	22729	16731
576	22763	16687
577	22797	16644
578	22831	16601
579	22866	16558
580	22900	16515
581	22937	16473
582	22972	16431
583	23007	16388
584	23042	16346
585	23076	16303
586	23110	16259
587	23144	16217
588	23180	16174
589	23215	16132
590	23250	16090
591	23285	16047
592	23319	16004
593	23353	15962
594	23389	15920
595	23426	15879
596	23476	15847
597	23519	15811
598	23555	15768
599	23591	15727
600	23627	15685
601	23662	15643
602	23697	15601
603	23733	15560
604	23768	15518
605	23805	15477
606	23842	15436
607	23877	15394
608	23914	15354
609	23949	15311
610	23983	15269
611	24017	15226
612	24053	15185
613	24089	15144
614	24124	15102
615	24160	15061
616	24194	15018
617	24228	14976
618	24264	14934
619	24300	14893
620	24336	14852
621	24372	14811
622	24407	14769
623	24440	14727
624	24475	14685
625	24509	14643
626	24543	14601
627	24578	14559
628	24612	14517
629	24647	14475
630	24682	14434
631	24716	14392
632	24751	14350
633	24786	14308
634	24824	14268
635	24858	14227
636	24893	14186
637	24929	14144
638	24965	14104
639	25000	14062
640	25035	14021
641	25072	13981
642	25107	13940
643	25142	13898
644	25178	13858
645	25214	13817
646	25250	13776
647	25285	13735
648	25320	13694
649	25355	13652
650	25389	13611
651	25425	13570
652	25459	13528
653	25493	13487
654	25528	13446
655	25564	13405
656	25599	13364
657	25635	13324
658	25670	13283
659	25704	13241
660	25738	13200
661	25774	13159
662	25809	13118
663	25844	13077
664	25878	13036
665	25913	12995
666	25948	12954
667	25983	12913
668	26018	12872
669	26052	12832
670	26086	12790
671	26121	12749
672	26155	12708
673	26189	12667
674	26224	12626
675	26259	12585
676	26294	12545
677	26329	12504
678	26364	12463
679	26399	12423
680	26433	12382
681	26468	12341
682	26503	12301
683	26539	12260
684	26573	12220
685	26609	12179
686	26649	12141
687	26683	12100
688	26719	12060
689	26754	12020
690	26791	11980
691	26825	11939
692	26860	11899
693	26896	11859
694	26933	11819
695	26968	11779
696	27003	11739
697	27039	11699
698	27073	11658
699	27108	11618
700	27143	11577
701	27178	11537
702	27214	11497
703	27247	11456
704	27283	11416
705	27318	11376
706	27352	11335
707	27387	11295
708	27422	11255
709	27457	11214
710	27490	11174
711	27525	11133
712	27559	11093
713	27594	11053
714	27628	11012
715	27663	10972
716	27697	10932
717	27732	10892
718	27766	10851
719	27801	10811
720	27835	10771
721	27869	10731
722	27905	10691
723	27939	10651
724	27974	10610
725	28010	10571
726	28044	10531
727	28078	10490
728	28113	10450
729	28148	10410
730	28182	10370
731	28218	10331
732	28252	10291
733	28287	10251
734	28323	10211
735	28359	10172
736	28396	10133
737	28431	10093
738	28468	10054
739	28506	10015
740	28540	9975
741	28576	9936
742	28611	9896
743	28645	9856
744	28678	9816
745	28719	9778
746	28753	9738
747	28791	9699
748	28826	9660
749	28862	9620
750	28897	9581
751	28932	9541
752	28966	9501
753	29001	9461
754	29036	9422
755	29071	9382
756	29107	9343
757	29144	9304
758	29179	9265
759	29213	9225
760	29250	9186
761	29287	9147
762	29326	9109
763	29360	9069
764	29397	9030
765	29432	8991
766	29469	8952
767	29504	8912
768	29539	8873
769	29574	8833
770	29609	8794
771	29649	8756
772	29685	8717
773	29721	8678
774	29756	8639
775	29790	8599
776	29826	8560
777	29862	8521
778	29897	8481
779	29963	8451
780	29999	8412
781	30033	8372
782	30067	8332
783	30102	8293
784	30136	8253
785	30171	8214
786	30205	8175
787	30239	8135
788	30275	8096
789	30310	8057
790	30346	8018
791	30387	7980
792	30422	7941
793	30457	7902
794	30492	7862
795	30526	7823
796	30560	7783
797	30594	7744
798	30629	7705
799	30663	7665
800	30698	7626
801	30732	7587
802	30766	7547
803	30802	7509
804	30836	7469
805	30870	7430
806	30905	7391
807	30939	7352
808	30974	7312
809	31008	7273
810	31042	7234
811	31076	7194
812	31110	7155
813	31144	7116
814	31180	7077
815	31214	7038
816	31248	6999
817	31282	6960
818	31317	6921
819	31354	6882
820	31394	6844
821	31432	6806
822	31469	6768
823	31505	6729
824	31543	6690
825	31578	6652
826	31615	6613
827	31651	6575
828	31687	6536
829	31724	6497
830	31760	6459
831	31797	6420
832	31834	6382
833	31871	6343
834	31907	6305
835	31943	6266
836	31978	6227
837	32014	6188
838	32050	6150
839	32086	6111
840	32121	6072
841	32156	6034
842	32191	5995
843	32227	5956
844	32263	5918
845	32297	5879
846	32333	5840
847	32368	5801
848	32402	5762
849	32437	5724
850	32471	5685
851	32505	5646
852	32539	5607
853	32574	5569
854	32610	5530
855	32643	5491
856	32681	5453
857	32716	5414
858	32752	5376
859	32788	5337
860	32823	5298
861	32856	5260
862	32890	5221
863	32924	5182
864	32958	5143
865	32993	5105
866	33028	5066
867	33062	5028
868	33097	4989
869	33131	4950
870	33166	4912
871	33273	4884
872	33317	4846
873	33354	4808
874	33391	4770
875	33427	4731
876	33466	4693
877	33504	4655
878	33540	4617
879	33578	4578
880	33614	4540
881	33649	4501
882	33687	4463
883	33725	4425
884	33761	4387
885	33796	4348
886	33832	4310
887	33866	4271
888	33900	4232
889	33935	4194
890	33969	4155
891	34004	4117
892	34039	4078
893	34075	4040
894	34111	4001
895	34147	3963
896	34184	3925
897	34218	3886
898	34253	3848
899	34288	3809
900	34322	3771
901	34357	3732
902	34393	3694
903	34427	3656
904	34462	3617
905	34496	3579
906	34533	3540
907	34568	3502
908	34604	3464
909	34639	3425
910	34673	3387
911	34707	3348
912	34741	3310
913	34777	3272
914	34818	3234
915	34852	3196
916	34887	3157
917	34924	3119
918	34961	3081
919	34997	3043
920	35032	3005
921	35067	2966
922	35101	2928
923	35136	2889
924	35170	2851
925	35206	2813
926	35244	2775
927	35281	2737
928	35317	2699
929	35353	2661
930	35387	2622
931	35422	2584
932	35456	2546
933	35490	2507
934	35526	2469
935	35563	2431
936	35599	2393
937	35633	2355
938	35669	2317
939	35704	2278
940	35738	2240
941	35775	2202
942	35811	2164
943	35847	2126
944	35884	2088
945	35922	2050
946	35959	2012
947	35997	1974
948	36031	1936
949	36066	1898
950	36101	1860
951	36145	1822
952	36179	1784
953	36214	1746
954	36249	1708
955	36285	1670
956	36320	1631
957	36355	1593
958	36389	1555
959	36424	1517
960	36458	1479
961	36493	1441
962	36527	1403
963	36562	1365
964	36597	1327
965	36635	1289
966	36675	1251
967	36714	1213
968	36753	1175
969	36791	1137
970	36825	1099
971	36862	1061
972	36898	1023
973	36935	985
974	36975	948
975	37014	910
976	37049	872
977	37084	834
978	37119	796
979	37154	758
980	37192	720
981	37233	682
982	37273	644
983	37311	606
984	37351	568
985	37387	530
986	37421	492
987	37458	454
988	37494	417
989	37529	379
990	37566	341
991	37605	303
992	37647	265
993	37684	227
994	37719	189
995	37755	151
996	37789	113
997	37824	75
998	37859	37
999	37894	0
