iter	Passed	Remaining
467	16294	18522
468	16326	18484
469	16362	18451
470	16396	18415
471	16429	18378
472	16462	18341
473	16493	18303
474	16524	18264
475	16557	18227
476	16589	18188
477	16619	18149
478	16651	18111
479	16681	18071
480	16720	18041
481	16751	18002
482	16782	17964
483	16814	17925
484	16845	17887
485	16876	17848
486	16907	17809
487	16938	17771
488	16969	17732
489	17000	17694
490	17032	17656
491	17064	17619
492	17097	17582
493	17128	17544
494	17159	17506
495	17191	17468
496	17222	17430
497	17254	17392
498	17286	17355
499	17317	17317
500	17355	17285
501	17386	17248
502	17417	17210
503	17449	17172
504	17483	17136
505	17514	17098
506	17545	17060
507	17576	17022
508	17607	16984
509	17639	16947
510	17670	16909
511	17701	16872
512	17732	16834
513	17763	16796
514	17794	16757
515	17825	16720
516	17857	16682
517	17888	16645
518	17920	16608
519	17951	16570
520	17982	16532
521	18013	16494
522	18044	16457
523	18075	16419
524	18107	16382
525	18138	16345
526	18169	16307
527	18200	16269
528	18231	16232
529	18262	16194
530	18293	16157
531	18325	16120
532	18365	16091
533	18397	16054
534	18428	16017
535	18460	15980
536	18491	15943
537	18522	15905
538	18553	15868
539	18584	15831
540	18616	15794
541	18646	15756
542	18677	15719
543	18708	15681
544	18739	15645
545	18770	15607
546	18801	15570
547	18832	15533
548	18863	15496
549	18894	15459
550	18925	15422
551	18956	15384
552	18987	15347
553	19018	15310
554	19050	15274
555	19081	15238
556	19113	15201
557	19144	15164
558	19175	15127
559	19206	15090
560	19237	15054
561	19269	15018
562	19300	14981
563	19332	14945
564	19363	14908
565	19394	14871
566	19425	14834
567	19456	14798
568	19488	14761
569	19518	14724
570	19550	14688
571	19581	14651
572	19612	14615
573	19643	14578
574	19675	14542
575	19705	14505
576	19736	14468
577	19767	14432
578	19798	14395
579	19829	14359
580	19861	14323
581	19892	14287
582	19923	14250
583	19954	14213
584	19985	14177
585	20015	14140
586	20046	14104
587	20077	14068
588	20109	14031
589	20140	13995
590	20170	13959
591	20201	13922
592	20232	13886
593	20263	13850
594	20294	13814
595	20338	13786
596	20376	13754
597	20410	13720
598	20444	13686
599	20497	13665
600	20538	13635
601	20572	13601
602	20606	13566
603	20638	13531
604	20668	13494
605	20699	13458
606	20730	13422
607	20762	13386
608	20793	13349
609	20824	13313
610	20855	13277
611	20886	13242
612	20918	13206
613	20948	13169
614	20979	13133
615	21010	13097
616	21041	13061
617	21072	13025
618	21102	12989
619	21134	12953
620	21165	12917
621	21196	12881
622	21227	12845
623	21258	12809
624	21289	12773
625	21320	12737
626	21351	12701
627	21382	12666
628	21413	12630
629	21444	12594
630	21474	12558
631	21505	12522
632	21537	12487
633	21568	12451
634	21599	12415
635	21630	12379
636	21661	12343
637	21692	12308
638	21723	12272
639	21755	12237
640	21787	12202
641	21818	12166
642	21849	12131
643	21880	12095
644	21911	12059
645	21942	12024
646	21973	11988
647	22004	11952
648	22036	11918
649	22067	11882
650	22098	11847
651	22129	11811
652	22159	11775
653	22191	11740
654	22222	11705
655	22253	11669
656	22284	11633
657	22315	11598
658	22346	11563
659	22377	11527
660	22408	11492
661	22440	11457
662	22471	11422
663	22503	11387
664	22534	11351
665	22565	11316
666	22599	11282
667	22630	11247
668	22661	11212
669	22693	11177
670	22724	11142
671	22755	11106
672	22785	11071
673	22817	11036
674	22847	11000
675	22878	10965
676	22910	10930
677	22941	10895
678	22972	10860
679	23002	10824
680	23034	10790
681	23065	10754
682	23096	10719
683	23127	10684
684	23159	10649
685	23190	10614
686	23221	10579
687	23253	10544
688	23283	10509
689	23316	10475
690	23351	10442
691	23399	10414
692	23432	10380
693	23463	10345
694	23494	10310
695	23525	10275
696	23564	10243
697	23595	10209
698	23627	10174
699	23658	10139
700	23689	10104
701	23720	10069
702	23751	10034
703	23781	9999
704	23812	9964
705	23844	9929
706	23875	9894
707	23906	9859
708	23939	9825
709	23970	9790
710	24002	9756
711	24033	9721
712	24065	9686
713	24096	9651
714	24127	9617
715	24157	9582
716	24195	9549
717	24234	9518
718	24266	9483
719	24297	9449
720	24330	9414
721	24361	9380
722	24394	9346
723	24426	9311
724	24457	9277
725	24489	9242
726	24524	9209
727	24557	9175
728	24593	9142
729	24625	9108
730	24659	9074
731	24691	9040
732	24725	9006
733	24757	8971
734	24790	8937
735	24821	8903
736	24857	8870
737	24889	8836
738	24923	8802
739	24956	8768
740	24988	8734
741	25020	8700
742	25052	8665
743	25083	8630
744	25114	8596
745	25146	8561
746	25177	8527
747	25208	8492
748	25240	8458
749	25271	8423
750	25302	8389
751	25333	8354
752	25364	8320
753	25395	8285
754	25427	8251
755	25469	8220
756	25500	8185
757	25531	8151
758	25562	8116
759	25594	8082
760	25625	8048
761	25685	8022
762	25720	7989
763	25754	7955
764	25787	7921
765	25821	7888
766	25854	7854
767	25885	7819
768	25917	7785
769	25949	7751
770	25980	7716
771	26011	7682
772	26042	7647
773	26074	7613
774	26105	7579
775	26135	7544
776	26167	7510
777	26200	7476
778	26234	7442
779	26267	7408
780	26301	7375
781	26336	7341
782	26385	7312
783	26422	7279
784	26457	7246
785	26497	7214
786	26532	7180
787	26566	7147
788	26599	7113
789	26634	7080
790	26668	7046
791	26721	7017
792	26758	6984
793	26793	6951
794	26824	6917
795	26855	6882
796	26889	6849
797	26931	6817
798	26967	6783
799	27000	6750
800	27033	6716
801	27065	6682
802	27097	6647
803	27128	6613
804	27160	6579
805	27191	6544
806	27222	6510
807	27253	6476
808	27284	6441
809	27316	6407
810	27348	6373
811	27379	6339
812	27410	6304
813	27441	6270
814	27473	6236
815	27504	6202
816	27537	6168
817	27568	6133
818	27600	6099
819	27631	6065
820	27664	6031
821	27695	5997
822	27727	5963
823	27759	5929
824	27790	5894
825	27821	5860
826	27853	5826
827	27885	5792
828	27916	5758
829	27947	5724
830	27978	5689
831	28010	5655
832	28041	5621
833	28072	5587
834	28103	5553
835	28134	5519
836	28164	5484
837	28196	5450
838	28227	5416
839	28258	5382
840	28291	5348
841	28321	5314
842	28352	5280
843	28384	5246
844	28415	5212
845	28447	5178
846	28479	5144
847	28512	5110
848	28542	5076
849	28574	5042
850	28604	5008
851	28636	4974
852	28667	4940
853	28698	4906
854	28730	4872
855	28761	4838
856	28792	4804
857	28823	4770
858	28855	4736
859	28887	4702
860	28918	4668
861	28949	4634
862	28980	4600
863	29012	4566
864	29043	4532
865	29074	4498
866	29106	4464
867	29136	4430
868	29167	4396
869	29197	4362
870	29228	4328
871	29258	4294
872	29290	4261
873	29321	4227
874	29352	4193
875	29384	4159
876	29415	4125
877	29446	4091
878	29478	4057
879	29509	4024
880	29541	3990
881	29572	3956
882	29604	3922
883	29635	3888
884	29666	3854
885	29697	3821
886	29728	3787
887	29759	3753
888	29790	3719
889	29821	3685
890	29852	3651
891	29883	3618
892	29914	3584
893	29945	3550
894	29976	3516
895	30007	3483
896	30038	3449
897	30069	3415
898	30101	3381
899	30131	3347
900	30162	3314
901	30193	3280
902	30225	3246
903	30255	3213
904	30286	3179
905	30318	3145
906	30349	3111
907	30380	3078
908	30410	3044
909	30441	3010
910	30472	2976
911	30503	2943
912	30534	2909
913	30565	2875
914	30596	2842
915	30627	2808
916	30658	2774
917	30689	2741
918	30720	2707
919	30751	2674
920	30782	2640
921	30813	2606
922	30845	2573
923	30876	2539
924	30906	2505
925	30938	2472
926	30969	2438
927	31000	2405
928	31031	2371
929	31062	2338
930	31093	2304
931	31124	2270
932	31155	2237
933	31185	2203
934	31216	2170
935	31247	2136
936	31278	2103
937	31309	2069
938	31340	2035
939	31372	2002
940	31403	1968
941	31434	1935
942	31466	1901
943	31498	1868
944	31528	1835
945	31560	1801
946	31591	1768
947	31622	1734
948	31652	1701
949	31683	1667
950	31716	1634
951	31746	1600
952	31777	1567
953	31808	1533
954	31839	1500
955	31870	1466
956	31901	1433
957	31932	1399
958	31964	1366
959	31996	1333
960	32026	1299
961	32057	1266
962	32088	1232
963	32119	1199
964	32151	1166
965	32182	1132
966	32213	1099
967	32244	1065
968	32276	1032
969	32307	999
970	32338	965
971	32370	932
972	32401	899
973	32433	865
974	32464	832
975	32496	799
976	32528	765
977	32560	732
978	32592	699
979	32626	665
980	32660	632
981	32694	599
982	32727	565
983	32760	532
984	32794	499
985	32827	466
986	32860	432
987	32892	399
988	32928	366
989	32961	332
990	32995	299
991	33028	266
992	33059	233
993	33090	199
994	33121	166
995	33152	133
996	33184	99
997	33215	66
998	33247	33
999	33278	0
